title,type,release_year,age_certification,runtime,genres,production_countries,seasons,_id,imdb_score,imdb_votes
The Sweetest Thing,MOVIE,2002,R,84,"['comedy', 'romance']",['US'],null,53867,5.1,58516
The Final Destination,MOVIE,2009,R,82,"['horror', 'fantasy', 'scifi', 'action', 'thriller']",['US'],null,44884,5.1,104166
The Other Boleyn Girl,MOVIE,2008,PG-13,115,"['romance', 'drama', 'history']","['GB', 'US']",null,67200,6.7,111694
Friday the 13th,MOVIE,2009,R,97,"['horror', 'thriller']",['US'],null,58746,5.5,105938
The Bucket List,MOVIE,2007,PG-13,97,"['drama', 'comedy', 'european']",['US'],null,25232,7.4,242733
Freddy vs. Jason,MOVIE,2003,R,97,"['horror', 'action']","['IT', 'US']",null,29101,5.7,117986
Transformers: Prime,SHOW,2010,TV-Y7,22,"['action', 'comedy', 'drama', 'family', 'scifi', 'animation']",['US'],4,59175,7.9,6500
Memoirs of a Geisha,MOVIE,2005,PG-13,145,"['drama', 'romance', 'european']","['FR', 'JP', 'US']",null,97535,7.3,146847
A Nightmare on Elm Street,MOVIE,2010,R,95,"['horror', 'thriller', 'crime', 'drama']",['US'],null,79056,5.2,99192
Body of Lies,MOVIE,2008,R,128,"['drama', 'action', 'thriller']","['GB', 'US']",null,58774,7.1,224896
A Cinderella Story,MOVIE,2004,PG,95,"['romance', 'comedy', 'family']","['CA', 'US']",null,56470,5.9,86395
The Mole,SHOW,2001,TV-14,52,['reality'],"['US', 'BE']",5,94149,7.6,1104
Osmosis Jones,MOVIE,2001,PG,95,"['animation', 'action', 'comedy', 'crime', 'family', 'fantasy', 'scifi']",['US'],null,81739,6.3,35711
Scary Movie 4,MOVIE,2006,PG-13,83,"['comedy', 'horror']",['US'],null,62120,5.1,120188
The Texas Chainsaw Massacre,MOVIE,2003,R,98,"['horror', 'crime']",['US'],null,24216,6.2,140741
Fun with Dick and Jane,MOVIE,2005,PG-13,90,"['comedy', 'crime']",['US'],null,69441,6.1,143998
TMNT,MOVIE,2007,PG,87,"['animation', 'comedy', 'family', 'fantasy', 'scifi', 'action']","['US', 'HK']",null,53556,6.2,64062
Due Date,MOVIE,2010,R,95,"['drama', 'comedy']",['US'],null,31583,6.5,339626
Cop Out,MOVIE,2010,R,107,"['comedy', 'thriller', 'action', 'crime']",['US'],null,85867,5.5,87673
The 4400,SHOW,2004,TV-14,44,"['scifi', 'thriller', 'drama']",['US'],4,89564,7.3,44971
Still Game,SHOW,2002,TV-14,29,"['comedy', 'european']",['GB'],9,81491,8.9,7539
3 Idiots,MOVIE,2009,PG-13,170,"['comedy', 'drama']",['IN'],null,87043,8.4,385782
Midnight Diner,SHOW,2009,TV-MA,27,"['drama', 'comedy']",['JP'],5,82928,8.6,2110
H2O: Just Add Water,SHOW,2006,TV-PG,25,"['drama', 'scifi', 'fantasy', 'family']",['AU'],3,91603,7.2,14782
Black Butler,SHOW,2008,TV-MA,25,"['scifi', 'fantasy', 'animation', 'comedy', 'drama', 'thriller', 'crime', 'horror', 'action']",['JP'],3,16554,8.3,1856
Octonauts,SHOW,2010,TV-Y,15,"['action', 'animation', 'comedy', 'family']",['GB'],6,10177,7.6,1049
New York Minute,MOVIE,2004,PG,87,"['comedy', 'crime', 'family', 'romance']",['US'],null,63282,4.8,23307
Strawberry Shortcake,SHOW,2003,TV-Y,23,"['animation', 'family']",['US'],4,96132,7,13
Total Drama Island,SHOW,2007,TV-PG,23,"['action', 'reality', 'animation', 'family', 'comedy', 'drama']",['CA'],6,73427,7.4,10523
Dreamer: Inspired By a True Story,MOVIE,2005,PG,106,"['drama', 'family', 'sport', 'fantasy']",['US'],null,87897,6.8,13034
Monster House,MOVIE,2006,PG,91,"['fantasy', 'animation', 'comedy', 'family']",['US'],null,85880,6.6,114942
Starsky & Hutch,MOVIE,2004,PG-13,101,"['comedy', 'crime']",['US'],null,35438,6.1,145981
Tears of the Sun,MOVIE,2003,R,121,"['drama', 'thriller', 'war', 'action']",['US'],null,14353,6.6,121066
Boys Over Flowers,SHOW,2009,TV-14,64,"['comedy', 'drama', 'romance']",['KR'],1,70334,7.9,11579
Winx Club,SHOW,2004,TV-G,23,"['action', 'comedy', 'family', 'fantasy', 'animation', 'thriller', 'european']",['IT'],8,33214,6.2,6700
The Cave,MOVIE,2005,PG-13,97,"['horror', 'thriller', 'scifi', 'action', 'european']","['DE', 'US']",null,3424,5.1,38445
Big Time Rush,SHOW,2009,TV-G,25,"['comedy', 'family']",['US'],4,31746,6.3,12046
The Texas Chainsaw Massacre: The Beginning,MOVIE,2006,R,91,"['horror', 'thriller', 'documentation']",['US'],null,20294,5.8,72366
I Am Sam,MOVIE,2001,PG-13,132,['drama'],['US'],null,77027,7.6,149082
The Spiderwick Chronicles,MOVIE,2008,PG,96,"['fantasy', 'thriller', 'action', 'drama', 'family']",['US'],null,16236,6.5,94628
Rumor Has It...,MOVIE,2005,PG-13,97,"['comedy', 'drama', 'romance']",['US'],null,98375,5.5,57894
Dead Set,SHOW,2008,TV-MA,141,"['scifi', 'thriller', 'comedy', 'drama', 'horror', 'european']",['GB'],1,85482,7.6,19684
Toradora!,SHOW,2008,TV-14,30,"['animation', 'romance', 'comedy', 'drama']",['JP'],2,79024,8,14307
I Now Pronounce You Chuck & Larry,MOVIE,2007,PG-13,115,"['comedy', 'romance']",['US'],null,62107,5.9,146625
Metallica: Some Kind of Monster,SHOW,2004,TV-MA,84,['western'],"['US', 'CA']",1,54486,,
World Trade Center,MOVIE,2006,PG-13,129,"['thriller', 'history', 'drama']",['US'],null,69641,6,83129
Premonition,MOVIE,2007,PG-13,96,"['thriller', 'drama', 'fantasy']",['US'],null,77071,5.9,78119
Shaun the Sheep,SHOW,2007,TV-G,7,"['animation', 'comedy', 'family', 'european']",['GB'],6,83983,8,25
Eagle Eye,MOVIE,2008,PG-13,118,"['thriller', 'action', 'european']","['US', 'DE']",null,59786,6.6,185430
The Contractor,MOVIE,2007,R,105,"['thriller', 'european']","['BG', 'GB', 'US']",null,,,
Lagaan: Once Upon a Time in India,MOVIE,2001,PG,224,"['drama', 'romance', 'sport']",['IN'],null,69102,8.1,111053
The Men Who Stare at Goats,MOVIE,2009,R,94,"['comedy', 'war']","['GB', 'US']",null,34548,6.2,131564
Scare Tactics,SHOW,2003,TV-14,22,"['comedy', 'horror', 'reality', 'scifi', 'thriller']",['US'],5,39968,6.7,2512
Friends with Money,MOVIE,2006,R,88,"['romance', 'comedy', 'drama']",['US'],null,36331,5.8,30186
Legend of the Guardians: The Owls of Ga'Hoole,MOVIE,2010,PG,100,"['fantasy', 'family', 'action', 'war', 'drama', 'thriller', 'animation']","['US', 'AU']",null,19342,6.9,82623
Pocoyo,SHOW,2005,TV-G,11,"['animation', 'family', 'comedy', 'european']","['ES', 'GB']",4,87849,3.9,93
Death at a Funeral,MOVIE,2010,R,92,['comedy'],['US'],null,21509,5.6,49599
The Game,SHOW,2006,TV-14,22,"['comedy', 'drama', 'sport', 'romance']",['US'],10,20984,6.6,4417
No Direction Home: Bob Dylan,MOVIE,2005,G,208,"['music', 'documentation']","['GB', 'US', 'JP']",null,,,
Angel Beats!,SHOW,2010,TV-14,26,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'animation']",['JP'],1,39109,7.7,13848
Blood and Bone,MOVIE,2009,R,93,"['thriller', 'action', 'crime', 'drama', 'sport']",['US'],null,46631,6.7,33051
Ip Man 2,MOVIE,2010,R,108,"['drama', 'history', 'sport', 'action']","['CN', 'HK']",null,86932,7.5,103673
Masha and the Bear,SHOW,2009,TV-Y,6,"['comedy', 'family', 'action', 'animation']",['RU'],5,84856,7.6,3114
Like Stars on Earth,MOVIE,2007,PG,165,"['drama', 'family']",['IN'],null,86264,8.3,188234
Monty Python: Almost the Truth (The Lawyer's Cut),SHOW,2009,TV-MA,55,"['comedy', 'documentation']",['US'],1,22182,8.1,1740
Ouran High School Host Club,SHOW,2006,TV-14,23,"['comedy', 'drama', 'animation', 'romance']",['JP'],1,16397,8.2,9763
Felon,MOVIE,2008,R,103,"['crime', 'thriller', 'drama', 'action']",['US'],null,17385,7.4,78039
The Ultimatum,SHOW,2009,TV-14,44,['drama'],['SG'],1,82704,5.4,6
Mobile Suit Gundam Unicorn,SHOW,2010,TV-14,35,"['action', 'drama', 'scifi', 'war', 'animation']",['JP'],2,30623,7.8,1291
Stuart Little 2,MOVIE,2002,G,78,"['comedy', 'fantasy', 'animation', 'family']",['US'],null,43585,5.5,53746
Johnny Test,SHOW,2005,TV-Y7,18,"['comedy', 'drama', 'family', 'scifi', 'animation', 'action']","['CA', 'US']",6,61770,5.1,8172
Code Lyoko,SHOW,2003,TV-G,24,"['action', 'fantasy', 'thriller', 'comedy', 'family', 'scifi', 'romance', 'animation']",['FR'],5,17311,7.3,5109
Did You Hear About the Morgans?,MOVIE,2009,PG-13,103,"['comedy', 'romance', 'drama']",['US'],null,14228,4.9,40289
Iris,SHOW,2009,TV-14,61,"['action', 'comedy', 'reality', 'romance', 'thriller']",['KR'],2,99791,7.8,1951
DreamWorks Shrek's Swamp Stories,SHOW,2010,TV-PG,24,"['horror', 'music', 'animation', 'comedy', 'family', 'fantasy', 'scifi']",['US'],1,50338,6.5,330
Ben & Holly's Little Kingdom,SHOW,2009,TV-G,14,"['comedy', 'family', 'fantasy', 'animation', 'european']",['GB'],3,36544,7.5,1222
The Garfield Show,SHOW,2009,TV-G,17,"['animation', 'comedy', 'family', 'european']",['US'],5,70837,5.3,2499
Chaos,MOVIE,2005,R,106,"['action', 'crime', 'drama', 'thriller', 'european']","['GB', 'US', 'CA']",null,2910,6.4,54633
Wakfu,SHOW,2008,TV-Y7,22,"['action', 'drama', 'scifi', 'fantasy', 'animation', 'family', 'european']",['FR'],3,7824,8.1,1469
Comedian,MOVIE,2002,R,82,"['comedy', 'documentation']",['US'],null,28962,6.9,6948
Delta Farce,MOVIE,2007,PG-13,90,"['action', 'comedy']",['US'],null,3,3.6,11138
One Piece: Strong World,MOVIE,2009,PG-13,114,"['fantasy', 'animation', 'action']",['JP'],null,85763,7.5,5382
Christmas with the Kranks,MOVIE,2004,PG,99,"['comedy', 'family']",['US'],null,88419,5.4,49090
Love Happens,MOVIE,2009,PG-13,109,"['drama', 'romance']","['CA', 'GB', 'US']",null,9870,5.6,32837
Vampire Knight,SHOW,2008,TV-14,25,"['scifi', 'romance', 'animation', 'action', 'drama', 'fantasy', 'horror']",['JP'],2,9393,7.3,5172
Den-noh Coil,SHOW,2007,TV-Y7,25,"['scifi', 'animation', 'comedy', 'drama']",['JP'],1,33796,7.9,863
Population 436,MOVIE,2006,R,88,"['horror', 'thriller']",['CA'],null,,,
Kabhi Khushi Kabhie Gham,MOVIE,2001,G,210,"['drama', 'romance']",['IN'],null,48126,7.4,48818
Naruto Shippuden the Movie,MOVIE,2007,PG-13,94,"['fantasy', 'animation', 'action', 'family']",['JP'],null,88982,6.7,4016
Open Season 2,MOVIE,2008,PG,76,['comedy'],['US'],null,,,
Trailer Park Boys: The Movie,MOVIE,2006,R,95,"['comedy', 'crime']",['CA'],null,25601,7.1,12831
Jeff Dunham: Arguing with Myself,MOVIE,2006,PG-13,76,"['comedy', 'documentation']",['US'],null,6102,8,3984
From Within,MOVIE,2008,R,89,"['thriller', 'horror', 'documentation', 'war', 'european']",['US'],null,63056,5.6,7585
Jodhaa Akbar,MOVIE,2008,PG-13,213,"['romance', 'history', 'war', 'action', 'drama']",['IN'],null,49994,7.5,32188
And Then Came Lola,MOVIE,2009,PG,71,"['comedy', 'drama', 'romance']",['US'],null,23894,3.9,1683
One on One,SHOW,2001,TV-14,20,['comedy'],['US'],5,84770,7,2303
Om Shanti Om,MOVIE,2007,PG,162,"['comedy', 'drama', 'fantasy', 'romance', 'thriller', 'action']",['IN'],null,24943,6.7,42597
Jab We Met,MOVIE,2007,PG-13,138,"['comedy', 'drama', 'romance']",['IN'],null,93370,7.9,51945
The Cartel,SHOW,2008,TV-MA,44,"['action', 'crime', 'drama', 'thriller', 'comedy']",['CO'],2,60520,8.1,755
Bon Cop Bad Cop,MOVIE,2006,PG-13,116,"['crime', 'scifi', 'drama', 'thriller', 'action', 'comedy']",['CA'],null,79647,6.5,61
Naruto: Ninja Clash in the Land of Snow,MOVIE,2004,PG-13,82,"['comedy', 'action', 'animation', 'fantasy']",['JP'],null,76680,6.6,6759
The Mafia Dolls,SHOW,2009,TV-14,43,"['drama', 'action']",['CO'],2,85368,6.6,284
I Will Follow,MOVIE,2010,PG-13,76,['drama'],['US'],null,24426,5.9,865
Alpha and Omega,MOVIE,2010,PG,88,"['animation', 'romance', 'comedy', 'family']","['IN', 'CA', 'US']",null,13012,5.1,14272
One Piece: The Desert Princess and the Pirates: Adventure in Alabasta,MOVIE,2007,PG-13,90,"['drama', 'comedy', 'animation', 'action']",['JP'],null,37116,6.9,1611
Waist Deep,MOVIE,2006,R,97,"['thriller', 'drama', 'crime', 'action']",['US'],null,56020,5.8,9957
Naruto: Guardians of the Crescent Moon Kingdom,MOVIE,2006,PG-13,95,"['action', 'animation']",['JP'],null,71815,6.4,3975
First Sunday,MOVIE,2008,PG-13,96,"['comedy', 'crime', 'drama']",['US'],null,86578,4.5,10834
Einsatzgruppen: The Nazi Death Squads,SHOW,2009,TV-14,44,"['documentation', 'history', 'war', 'european']",['FR'],1,53928,7.6,603
My Suicide,MOVIE,2009,R,107,"['comedy', 'drama']",['US'],null,92896,7,1936
Accident,MOVIE,2009,R,89,['thriller'],['HK'],null,2514,6.6,3284
Naruto: Legend of the Stone of Gelel,MOVIE,2005,PG-13,96,"['fantasy', 'comedy', 'drama', 'animation', 'action']",['JP'],null,91188,6.4,4297
Dreamworks Happy Holidays from Madagascar,SHOW,2005,TV-PG,0,"['animation', 'comedy', 'family']",['US'],1,29194,6.5,96
Billu,MOVIE,2009,PG,137,"['drama', 'comedy']",['IN'],null,30448,6.3,11747
Half & Half,SHOW,2002,TV-14,21,['comedy'],['US'],4,20024,7,1827
The Qin Empire,SHOW,2009,TV-MA,46,['war'],['CN'],3,,,
Timmy Time,SHOW,2009,TV-Y,14,"['comedy', 'fantasy', 'animation', 'family', 'european']",['GB'],3,25758,6.9,1083
Dil Chahta Hai,MOVIE,2001,G,183,"['drama', 'comedy', 'romance']",['IN'],null,92490,8.1,71167
Trailer Park Boys: Countdown to Liquor Day,MOVIE,2009,R,101,"['comedy', 'crime']",['CA'],null,37032,7.3,7451
Bleach the Movie: Hell Verse,MOVIE,2010,PG-13,94,"['fantasy', 'animation', 'action']",['JP'],null,85394,7.4,2416
Vientos de agua,SHOW,2006,TV-MA,72,['drama'],"['ES', 'AR']",1,59724,8.7,1034
Naruto Shippuden the Movie: The Lost Tower,MOVIE,2010,PG-13,85,"['action', 'animation', 'fantasy']",['JP'],null,3048,6.9,3567
Naruto Shippuden the Movie: Bonds,MOVIE,2008,PG-13,90,"['fantasy', 'animation', 'action']",['JP'],null,60524,6.8,4473
Naruto Shippuden the Movie: The Will of Fire,MOVIE,2009,PG-13,95,"['action', 'animation', 'fantasy']",['JP'],null,81363,7,3626
Linewatch,MOVIE,2008,R,90,"['thriller', 'crime', 'drama']",['US'],null,47832,5.4,2862
The Boy Who Cried Werewolf,MOVIE,2010,G,97,"['fantasy', 'horror', 'comedy', 'family']","['US', 'CA']",null,51423,5.9,3264
Dostana,MOVIE,2008,PG-13,145,"['drama', 'comedy', 'romance']","['US', 'IN']",null,85420,6.5,14944
Don,MOVIE,2006,PG-13,178,"['thriller', 'crime', 'action', 'european']",['IN'],null,61936,7.1,36836
"One Piece: Episode of Chopper Plus: Bloom in the Winter, Miracle Cherry Blossom",MOVIE,2008,PG-13,95,"['action', 'animation', 'comedy', 'drama', 'fantasy']",['JP'],null,6326,7,1189
Bleach the Movie: Fade to Black,MOVIE,2008,PG-13,94,"['fantasy', 'drama', 'animation', 'action']",['JP'],null,39302,7.2,2151
Rang De Basanti,MOVIE,2006,PG-13,157,"['comedy', 'drama', 'history', 'crime']",['IN'],null,60895,8.1,118092
Oscar's Oasis,SHOW,2010,TV-Y,9,"['animation', 'comedy', 'european']",['FR'],1,80922,7.4,572
Swades,MOVIE,2004,G,189,"['drama', 'european']","['IN', 'US']",null,67110,8.1,89085
Kal Ho Naa Ho,MOVIE,2003,PG,186,"['drama', 'comedy', 'romance']",['IN'],null,47304,7.9,68028
Sivaji: The Boss,MOVIE,2007,PG-13,189,"['drama', 'crime', 'thriller', 'action']",['IN'],null,79751,7.5,19556
Ishqiya,MOVIE,2010,R,115,"['comedy', 'thriller', 'romance', 'drama']",['IN'],null,45777,7.3,10415
Trotro,SHOW,2004,TV-G,3,"['animation', 'family', 'european']",['FR'],2,74443,6.2,120
Guzaarish,MOVIE,2010,PG,126,"['drama', 'romance']",['IN'],null,38298,7.4,18466
Kabhi Alvida Naa Kehna,MOVIE,2006,PG,193,"['drama', 'romance']",['IN'],null,49999,6,19797
Black Friday,MOVIE,2004,R,143,"['crime', 'action', 'drama', 'history']",['IN'],null,234,8.4,20611
Golmaal Returns,MOVIE,2008,PG,135,"['comedy', 'crime']",['IN'],null,92005,5.1,7884
Bluffmaster!,MOVIE,2005,PG,137,"['drama', 'comedy', 'romance', 'thriller', 'crime']",['IN'],null,76527,6.6,6313
Inuyasha the Movie 4: Fire on the Mystic Island,MOVIE,2004,PG-13,88,"['fantasy', 'action', 'comedy', 'animation']",['JP'],null,73658,7.2,1826
Tayo the Little Bus,SHOW,2010,TV-Y,11,"['animation', 'comedy', 'family']",['KR'],6,70208,5.2,156
Autumn's Concerto,SHOW,2009,TV-14,58,"['drama', 'romance']",['TW'],1,30668,7.9,475
DreamWorks Spooky Stories,SHOW,2009,TV-PG,26,['animation'],['US'],1,58564,6.2,19
Inuyasha the Movie: Affections Touching Across Time,MOVIE,2001,PG-13,99,"['action', 'animation', 'fantasy']",['JP'],null,22645,7.2,2570
Once Upon a Time in Mumbaai,MOVIE,2010,PG-13,132,"['thriller', 'crime', 'drama', 'romance', 'action']",['IN'],null,95054,7.4,17494
Guru,MOVIE,2007,PG-13,166,"['romance', 'documentation', 'drama', 'european']",['IN'],null,99375,7.7,23541
Main Hoon Na,MOVIE,2004,PG,179,"['drama', 'romance', 'thriller', 'action', 'comedy']",['IN'],null,47473,7,35142
Romantik Komedi,MOVIE,2010,G,110,"['romance', 'comedy']",['TR'],null,87263,5.3,5060
Jeff Dunham's Very Special Christmas Special,MOVIE,2008,PG-13,85,"['comedy', 'documentation']",['US'],null,95909,7.4,3028
Paheli,MOVIE,2005,PG-13,141,"['fantasy', 'drama', 'romance', 'comedy']",['IN'],null,51850,6.3,13206
Honeymoon Travels Pvt. Ltd.,MOVIE,2007,PG-13,118,"['comedy', 'drama', 'romance']",['IN'],null,8306,6.1,2609
Behind Enemy Lines,SHOW,2001,TV-14,49,['drama'],['US'],1,70230,7.2,42
Inuyasha the Movie 3: Swords of an Honorable Ruler,MOVIE,2003,PG-13,99,"['fantasy', 'thriller', 'animation', 'action']",['JP'],null,96659,7.6,2206
Fated to Love You,SHOW,2008,TV-G,67,"['drama', 'comedy', 'romance']",['TW'],1,83930,7.4,461
Kaminey,MOVIE,2009,PG-13,135,"['drama', 'crime', 'action', 'thriller']",['IN'],null,74295,7.4,17136
Nuevo Rico Nuevo Pobre,SHOW,2007,TV-MA,44,['comedy'],['CO'],1,33451,7.2,203
Kevin Hart: I'm a Grown Little Man,MOVIE,2009,R,72,"['comedy', 'documentation']",['US'],null,20554,7.5,4333
G.O.R.A.,MOVIE,2004,PG-13,127,"['scifi', 'comedy']",['TR'],null,84116,8,61797
Pecados capitales,SHOW,2002,TV-MA,43,"['comedy', 'drama', 'romance']",['CO'],1,55119,8.5,190
"LSD: Love, Sex aur Dhokha",MOVIE,2010,PG-13,108,"['drama', 'comedy', 'crime', 'romance']",['IN'],null,8777,7.2,5645
Pedro El Escamoso,SHOW,2001,TV-14,0,"['drama', 'comedy']",['CO'],1,83770,7.5,303
Chup Chup Ke,MOVIE,2006,G,165,"['comedy', 'drama', 'romance']",['IN'],null,64160,6.9,10528
Manorama Six Feet Under,MOVIE,2007,R,137,"['thriller', 'crime', 'drama']",['IN'],null,20464,7.6,8043
Doing Hard Time,MOVIE,2004,R,95,['crime'],['US'],null,,,
Karthik Calling Karthik,MOVIE,2010,PG,135,"['thriller', 'drama', 'romance']",['IN'],null,73156,7.1,11944
Monty Python's Personal Best,SHOW,2006,TV-PG,56,['comedy'],"['US', 'GB']",1,95156,7.9,437
Ajab Prem Ki Ghazab Kahani,MOVIE,2009,PG,150,"['action', 'comedy', 'romance']",['IN'],null,52596,6.3,14380
Dhan Dhana Dhan Goal,MOVIE,2007,PG,167,"['drama', 'sport', 'thriller']",['IN'],null,20897,5,2603
Yuva,MOVIE,2004,PG,161,"['action', 'drama', 'thriller']",['IN'],null,82383,7.3,8878
Namastey London,MOVIE,2007,PG,131,"['comedy', 'drama', 'romance']",['IN'],null,95434,7.1,21745
Fashion,MOVIE,2008,PG-13,167,"['romance', 'drama']",['IN'],null,64516,6.9,12468
Peepli Live,MOVIE,2010,PG,104,"['drama', 'comedy']",['IN'],null,47508,7.4,12265
Lakshya,MOVIE,2004,G,186,"['drama', 'romance', 'war', 'action']",['IN'],null,23013,7.8,23076
Do Dooni Chaar,MOVIE,2010,PG,146,"['drama', 'comedy', 'crime']",['IN'],null,14832,7.5,5551
Kismat Konnection,MOVIE,2008,G,153,"['romance', 'comedy', 'drama']",['IN'],null,5733,5.3,5588
El cartel 2 - La guerra total,SHOW,2010,TV-MA,44,"['action', 'crime', 'horror', 'thriller', 'war']",['CO'],1,67724,6.8,228
The Figurine (Araromire),MOVIE,2009,PG-13,122,"['horror', 'thriller']",['NG'],null,42960,4.4,243
Kurbaan,MOVIE,2009,R,161,"['thriller', 'action', 'crime', 'drama', 'romance', 'sport']",['IN'],null,85442,5.7,5121
Inuyasha the Movie 2: The Castle Beyond the Looking Glass,MOVIE,2002,PG-13,100,"['animation', 'fantasy', 'action', 'romance', 'comedy']",['JP'],null,66621,7.3,2127
Spookley the Square Pumpkin,MOVIE,2004,G,47,"['family', 'animation']",['US'],null,,,
Chalte Chalte,MOVIE,2003,PG-13,175,"['comedy', 'drama', 'romance']",['IN'],null,46723,6.5,15379
Mumbai Meri Jaan,MOVIE,2008,PG-13,119,['drama'],['IN'],null,66583,7.7,6309
Aamir,MOVIE,2008,NC-17,99,"['thriller', 'action', 'crime', 'drama']",['IN'],null,41195,7.6,11241
The Truth,SHOW,2008,TV-14,44,"['drama', 'thriller']",['SG'],1,33832,,
Race,MOVIE,2008,PG-13,161,"['drama', 'action', 'thriller', 'crime', 'comedy']",['IN'],null,17456,6.9,63
Udaan,MOVIE,2010,R,138,['drama'],['IN'],null,39426,8.1,44556
We Are Family,MOVIE,2010,PG,115,"['drama', 'comedy', 'family']",['IN'],null,28459,5.6,3140
Raajneeti,MOVIE,2010,PG,167,"['drama', 'thriller', 'crime']",['IN'],null,91465,7.1,17555
Edge of the Universe,SHOW,2002,TV-G,49,['documentation'],['GB'],1,51568,7.2,206
Dev.D,MOVIE,2009,PG-13,144,"['drama', 'romance', 'comedy']",['IN'],null,27035,7.9,30389
Aagey Se Right,MOVIE,2009,G,117,"['comedy', 'crime', 'drama']",['IN'],null,79667,5.2,406
The Fierce Wife,SHOW,2010,TV-MA,59,['drama'],['TW'],1,4720,6.8,90
I Hate Luv Storys,MOVIE,2010,PG,129,"['drama', 'romance', 'comedy']",['IN'],null,67838,5.6,7994
Welcome to Sajjanpur,MOVIE,2008,PG,134,"['comedy', 'drama']",['IN'],null,21139,6.9,3239
I Am Kalam,MOVIE,2010,G,88,"['comedy', 'drama', 'family']",['IN'],null,5263,8,4166
Main Aurr Mrs Khanna,MOVIE,2009,PG,115,"['drama', 'comedy', 'romance']",['IN'],null,74041,3.5,3148
Chance Pe Dance,MOVIE,2010,G,121,"['drama', 'music', 'romance', 'comedy']",['IN'],null,92744,4.8,2968
Shootout at Lokhandwala,MOVIE,2007,PG-13,145,"['crime', 'action', 'history']",['IN'],null,11066,7.1,10139
The Hospital,SHOW,2006,TV-14,48,['drama'],['TW'],1,23414,7.4,40
Interview with a Serial Killer,MOVIE,2008,PG-13,44,"['documentation', 'crime']",['US'],null,78288,5.9,595
